Date,KDIF11.SA
2025-06-20,117.77538299560547
2025-06-23,118.70965576171875
2025-06-24,119.0273208618164
2025-06-25,117.82208251953125
2025-06-26,117.09334564208984
2025-06-27,118.99928283691406
2025-06-30,119.09270477294922
2025-07-01,117.9815444946289
2025-07-02,118.36763763427734
2025-07-03,118.00037384033203
2025-07-04,117.64254760742188
2025-07-07,117.75554656982422
2025-07-08,118.0757064819336
2025-07-09,116.30537414550781
2025-07-10,116.11703491210938
2025-07-11,116.76679229736328
2025-07-14,116.7291259765625
2025-07-15,116.7197036743164
2025-07-16,116.32420349121094
2025-07-17,116.76679229736328
2025-07-18,114.97763061523438
2025-07-21,113.8476333618164
2025-07-22,112.95304107666016
2025-07-23,113.3297119140625
2025-07-24,113.37679290771484
2025-07-25,113.88529205322266
2025-07-28,114.66687774658203
2025-07-29,112.7176284790039
2025-07-30,111.90778350830078
2025-07-31,113.01895141601562
2025-08-01,114.56050872802734
2025-08-04,113.23782348632812
2025-08-05,115.41694641113281
2025-08-06,113.42813110351562
2025-08-07,113.66603088378906
2025-08-08,113.52330780029297
2025-08-11,115.61676788330078
2025-08-12,113.9039306640625
2025-08-13,113.8944091796875
2025-08-14,114.04666137695312
2025-08-15,113.41862487792969
2025-08-18,113.1426773071289
2025-08-19,113.22830200195312
2025-08-20,113.88489532470703
2025-08-21,113.21879577636719
2025-08-22,113.83731079101562
2025-08-25,114.35116577148438
2025-08-26,113.66603088378906
2025-08-27,114.59857177734375
2025-08-28,115.28370666503906
2025-08-29,115.94981384277344
2025-09-01,115.23982238769531
2025-09-02,114.3283462524414
2025-09-03,115.33576965332031
2025-09-04,116.00738525390625
2025-09-05,116.27603149414062
2025-09-08,116.34319305419922
2025-09-09,116.01698303222656
2025-09-10,116.17049407958984
2025-09-11,116.14170837402344
2025-09-12,117.99345397949219
2025-09-15,117.89750671386719
2025-09-16,118.26210021972656
2025-09-17,118.78021240234375
2025-09-18,118.7706069946289
2025-09-19,117.63845825195312
2025-09-22,118.9049301147461
2025-09-23,118.10858154296875
2025-09-24,117.77278137207031
2025-09-25,118.28128051757812
2025-09-26,118.37722778320312
2025-09-29,118.25250244140625
2025-09-30,117.91669464111328
2025-10-01,117.45130920410156
2025-10-02,118.55659484863281
2025-10-03,120.03031921386719
2025-10-06,120.60234832763672
2025-10-07,118.86685180664062
2025-10-08,120.16605377197266
2025-10-09,120.56356048583984
2025-10-10,120.54417419433594
2025-10-13,119.3128433227539
2025-10-14,118.66324615478516
2025-10-15,118.64385986328125
2025-10-16,119.54553985595703
2025-10-17,119.21588897705078
2025-10-20,119.21588897705078
2025-10-21,120.69931030273438
2025-10-22,120.04000854492188
2025-10-23,118.48872375488281
2025-10-24,119.72975158691406
2025-10-27,120.03031921386719
2025-10-28,121.77550506591797
2025-10-29,121.69793701171875
2025-10-30,120.03031921386719
2025-10-31,120.11756896972656
2025-11-03,119.75503540039062
2025-11-04,119.18672943115234
2025-11-05,119.62764739990234
2025-11-06,120.24494934082031
2025-11-07,120.20575714111328
2025-11-10,120.12736511230469
2025-11-11,118.74580383300781
2025-11-12,119.2651138305664
2025-11-13,118.29508209228516
2025-11-14,119.14753723144531
2025-11-17,119.44149017333984
2025-11-18,119.53946685791016
2025-11-19,120.77406311035156
2025-11-21,119.85301208496094
2025-11-24,118.50084686279297
2025-11-25,118.25588989257812
2025-11-26,120.01958465576172
2025-11-27,120.35272979736328
2025-11-28,121.35215759277344
2025-12-01,120.83787536621094
2025-12-02,122.07414245605469
2025-12-03,122.06424713134766
2025-12-04,123.75546264648438
2025-12-05,123.52799224853516
2025-12-08,123.55766296386719
2025-12-09,122.64777374267578
2025-12-10,123.33018493652344
2025-12-11,124.82360076904297
2025-12-12,124.12140655517578
2025-12-15,125.10052490234375
2025-12-16,126.04998016357422
2025-12-17,125.41700744628906
2025-12-18,126.03020477294922
2025-12-19,126.59394073486328
2025-12-22,126.88074493408203
2025-12-23,127.49394989013672
2025-12-26,129.01702880859375
2025-12-29,130.0851593017578
2025-12-30,130.5500030517578
2026-01-02,129.5
2026-01-05,131.99000549316406
2026-01-06,129.8300018310547
2026-01-07,131.47999572753906
2026-01-08,129.83999633789062
2026-01-09,126.88999938964844
2026-01-12,127.45999908447266
2026-01-13,129.0
2026-01-14,127.01000213623047
2026-01-15,127.87999725341797
